item,restaurant,price_usd
Double Quarter Pounder with Cheese Deluxe,mcdonalds,10.59
McCrispy,mcdonalds,8.39
"
Any 1 Side & 2 Entrees

",panda_express,7.80
"
Chow Mein

",panda_express,7.80
"
Chow Mein

",panda_express,7.80
"
Fried Rice

",panda_express,7.80
"
Fried Rice

",panda_express,7.80
"
White Steamed Rice

",panda_express,7.80
"
White Steamed Rice

",panda_express,7.80
"
Super Greens

",panda_express,7.80
"
Super Greens

",panda_express,7.80
"
Any 1 Side & 3 Entrees

",panda_express,9.30
"
Chow Mein

",panda_express,9.30
"
Chow Mein

",panda_express,9.30
"
Fried Rice

",panda_express,9.30
"
Fried Rice

",panda_express,9.30
"
White Steamed Rice

",panda_express,9.30
"
White Steamed Rice

",panda_express,9.30
"
Super Greens
",panda_express,9.30
"
Super Greens
",panda_express,9.30
"
Additional Charge – Premium Entree   

",panda_express,1.25
"
Black Pepper Angus Steak

",panda_express,1.25
"
Firecracker Shrimp

",panda_express,1.25
"
Honey Walnut Shrimp

",panda_express,1.25
"
Any 1 Side & 1 Entree

",panda_express,6.30
"
Chow Mein

",panda_express,6.30
"
Chow Mein

",panda_express,6.30
"
Fried Rice

",panda_express,6.30
"
Fried Rice

",panda_express,6.30
"
White Steamed Rice

",panda_express,6.30
"
White Steamed Rice

",panda_express,6.30
"
Super Greens

",panda_express,6.30
"
Super Greens

",panda_express,6.30
"
Additional Charge – Premium Entree   

",panda_express,1.25
"
Black Pepper Angus Steak

",panda_express,1.25
"
Firecracker Shrimp

",panda_express,1.25
"
Honey Walnut Shrimp

",panda_express,1.25
"
Any 1 Jr. Side, 1 Jr. Entree, 12 oz. Drink & Cookie

",panda_express,5.40
"
Chow Mein

",panda_express,5.40
"
Chow Mein

",panda_express,5.40
"
Fried Rice

",panda_express,5.40
"
Fried Rice

",panda_express,5.40
"
White Steamed Rice

",panda_express,5.40
"
White Steamed Rice

",panda_express,5.40
"
Super Greens

",panda_express,5.40
"
Super Greens

",panda_express,5.40
"
Additional Charge – Premium Entree   

",panda_express,0.75
"
Black Pepper Angus Steak

",panda_express,0.75
"
Firecracker Shrimp

",panda_express,0.75
"
Honey Walnut Shrimp

",panda_express,0.75
"
2 Large Sides & 3 Large Entrees

",panda_express,20.00
"
Chow Mein

",panda_express,20.00
"
Fried Rice

",panda_express,20.00
"
White Steamed Rice

",panda_express,20.00
"
Super Greens

",panda_express,20.00
"
Additional Charge – Premium Entree   

",panda_express,3.75
"
Black Pepper Angus Steak

",panda_express,3.75
"
Firecracker Shrimp

",panda_express,3.75
"
Honey Walnut Shrimp

",panda_express,3.75
"
Black Pepper Angus Steak

",panda_express,5.45
"
Black Pepper Angus Steak

",panda_express,10.00
"
Black Pepper Angus Steak

",panda_express,13.95
"
Firecracker Shrimp

",panda_express,5.45
"
Firecracker Shrimp

",panda_express,10.00
"
Firecracker Shrimp

",panda_express,13.95
"
The Original Orange Chicken

",panda_express,4.20
"
The Original Orange Chicken

",panda_express,7.50
"
The Original Orange Chicken

",panda_express,10.20
"
Grilled Teriyaki Chicken

",panda_express,4.20
"
Grilled Teriyaki Chicken

",panda_express,7.50
"
Grilled Teriyaki Chicken

",panda_express,10.20
"
SweetFire Chicken Breast

",panda_express,4.20
"
SweetFire Chicken Breast

",panda_express,7.50
"
SweetFire Chicken Breast

",panda_express,10.20
"
Kung Pao Chicken

",panda_express,4.20
"
Kung Pao Chicken

",panda_express,7.50
"
Kung Pao Chicken

",panda_express,10.20
"
Mushroom Chicken

",panda_express,4.20
"
Mushroom Chicken

",panda_express,7.50
"
Mushroom Chicken

",panda_express,10.20
"
Black Pepper Chicken

",panda_express,4.20
"
Black Pepper Chicken

",panda_express,7.50
"
Black Pepper Chicken

",panda_express,10.20
"
Beijing Beef

",panda_express,4.20
"
Beijing Beef

",panda_express,7.50
"
Beijing Beef

",panda_express,10.20
"
Broccoli Beef

",panda_express,4.20
"
Broccoli Beef

",panda_express,7.50
"
Broccoli Beef

",panda_express,10.20
"
Honey Walnut Shrimp

",panda_express,5.45
"
Honey Walnut Shrimp

",panda_express,10.00
"
Honey Walnut Shrimp

",panda_express,13.95
"
Veggie Spring Roll

",panda_express,1.95
"
Veggie Spring Roll

",panda_express,7.50
"
Veggie Spring Roll

",panda_express,10.20
"
Chicken Egg Roll

",panda_express,1.95
"
Chicken Egg Roll

",panda_express,7.50
"
Chicken Egg Roll

",panda_express,10.20
"
Cream Cheese Rangoon

",panda_express,1.95
"
Cream Cheese Rangoon

",panda_express,5.80
"
Cream Cheese Rangoon

",panda_express,7.90
"
Chow Mein

",panda_express,3.20
"
Chow Mein

",panda_express,4.20
"
Fried Rice

",panda_express,3.20
"
Fried Rice

",panda_express,4.20
"
White Steamed Rice

",panda_express,3.20
"
White Steamed Rice

",panda_express,4.20
"
Super Greens

",panda_express,3.20
"
Super Greens

",panda_express,4.20
"
Chicken Egg Roll

",panda_express,1.90
"
Chicken Egg Roll

",panda_express,10.20
"
Veggie Spring Roll

",panda_express,1.90
"
Veggie Spring Roll

",panda_express,10.20
"
Cream Cheese Rangoon

",panda_express,1.90
"
Cream Cheese Rangoon

",panda_express,7.90
"
Coca Cola

",panda_express,1.90
"
Coca Cola

",panda_express,2.10
"
Coca Cola

",panda_express,2.30
"
Diet Coke

",panda_express,1.90
"
Diet Coke

",panda_express,2.10
"
Diet Coke

",panda_express,2.30
"
Dr Pepper

",panda_express,1.90
"
Dr Pepper

",panda_express,2.10
"
Dr Pepper

",panda_express,2.30
"
Coca Cola Zero Sugar

",panda_express,1.90
"
Coca Cola Zero Sugar

",panda_express,2.10
"
Coca Cola Zero Sugar

",panda_express,2.30
"
Coca Cola Cherry

",panda_express,1.90
"
Coca Cola Cherry

",panda_express,2.10
"
Coca Cola Cherry

",panda_express,2.30
"
Barq’s Root Beer

",panda_express,1.90
"
Barq’s Root Beer

",panda_express,2.10
"
Barq’s Root Beer

",panda_express,2.30
"
Fanta Orange

",panda_express,1.90
"
Fanta Orange

",panda_express,2.10
"
Fanta Orange

",panda_express,2.30
"
Fanta Strawberry

",panda_express,1.90
"
Fanta Strawberry

",panda_express,2.10
"
Fanta Strawberry

",panda_express,2.30
"
Minute Maid Lemonade

",panda_express,1.90
"
Minute Maid Lemonade

",panda_express,2.10
"
Minute Maid Lemonade

",panda_express,2.30
"
Sprite

",panda_express,1.90
"
Sprite

",panda_express,2.10
"
Sprite

",panda_express,2.30
Orange Chicken,panda_express,Samurai Surf & Turf
Grilled Teriyaki Chicken,panda_express,Peppercorn Shrimp
Sweetfire Chicken Breast,panda_express,Honey Walnut Shrimp
String Bean Chicken Breast,panda_express,
Kung Pao Chicken,panda_express,
Mandarin Chicken,panda_express,
Mushroom Chicken,panda_express,
Black Pepper Chicken,panda_express,
Frontega Chicken,panera,7.99
Frontega Chicken,panera,5.79
Steak & White Cheddar,panera,8.99
Steak & White Cheddar,panera,6.29
Roasted Turkey & Avocado BLT,panera,8.99
Roasted Turkey & Avocado BLT,panera,6.29
Roasted Turkey & Caramelized Kale,panera,9.29
Roasted Turkey & Caramelized Kale,panera,6.59
Bacon Turkey Bravo,panera,7.99
Bacon Turkey Bravo,panera,5.79
Napa Almond Chicken Salad,panera,7.39
Napa Almond Chicken Salad,panera,5.39
Italian Combo,panera,8.59
Italian Combo,panera,6.09
Steak & Arugula,panera,8.99
Steak & Arugula,panera,6.29
Sierra Turkey,panera,7.39
Sierra Turkey,panera,5.39
Smoked Turkey Breast,panera,6.59
Smoked Turkey Breast,panera,4.89
Mediterranean Veggie,panera,6.59
Mediterranean Veggie,panera,4.89
Classic Grilled Cheese,panera,6.59
Classic Grilled Cheese,panera,4.89
Tuna Salad,panera,6.59
Tuna Salad,panera,4.89
Smoked Ham & Swiss,panera,6.59
Smoked Ham & Swiss,panera,4.89
Thai Garden Chicken Wonton Broth Bowl,panera,8.99
Ricotta Sacchettini with Chicken Broth Bowl,panera,8.99
Lentil Quinoa Bowl with Chicken,panera,8.99
Lentil Quinoa Bowl with Cage-Free Egg,panera,8.49
Chicken Tortellini Alfredo ,panera,8.39
Butternut Squash Ravioli,panera,8.19
Pasta Primavera,panera,8.19
Pesto Sacchettini Pasta,panera,7.19
Tortellini Alfredo Pasta,panera,7.39
Pesto Sacchettini or Tortellini Alfredo Pasta – Meal,panera,10.18
"Chicken Tortellini Alfredo, Butternut Squash Ravioli or Pasta Primavera – Meal ",panera,11.18
Mac & Cheese,panera,4.99
Mac & Cheese,panera,7.99
Mac & Cheese,panera,5.99
Tomato Mozzarella Flatbread,panera,4.99
"Chicken, Ham & Swiss Flatbread",panera,5.99
"Roasted Turkey Cranberry Flatbread
",panera,5.99
"Southwestern Chicken Flatbread
",panera,4.99
Tomato Mozzarella or Southwestern Chicken Flatbreads,panera,7.79
"Chicken, Ham & Swiss  or Roasted Turkey Cranberry Flatbreads",panera,8.59
Chinese Citrus Cashew Salad with Chicken,panera,9.29
Chinese Citrus Salad with Chicken,panera,6.39
"Power Kale Chicken Caesar Salad
",panera,8.99
Power Kale Chicken Caesar Salad,panera,6.29
Classic Cafe Salad,panera,6.29
Classic Cafe Salad,panera,4.69
Green Goddess Cobb with Chicken Salad,panera,9.29
Green Goddess Cobb with Chicken Salad,panera,6.39
Caesar Salad,panera,6.29
Caesar Salad,panera,4.69
" BBQ Chicken Salad
",panera,8.59
" BBQ Chicken Salad
",panera,6.09
Thai Chicken Salad,panera,8.99
Thai Chicken Salad,panera,6.29
Watermelon Feta Salad with Almonds & Chicken,panera,9.29
Watermelon Feta Salad with Almonds & Chicken,panera,6.39
Fuji Apple Chicken Salad,panera,8.99
Fuji Apple Chicken Salad,panera,6.29
Chicken Caesar Salad,panera,8.99
Chicken Caesar Salad,panera,6.29
Modern Greek Salad with Almonds & Quinoa,panera,8.59
Modern Greek Salad with Almonds & Quinoa,panera,6.09
Classic with Chicken Salad,panera,7.99
Classic with Chicken Salad,panera,5.79
Chicken Cobb Salad,panera,8.49
Chicken Cobb Salad,panera,5.99
"Vegetarian Creamy Tomato Soup
",panera,4.39
"Vegetarian Creamy Tomato Soup
",panera,5.29
Vegetarian Creamy Tomato Soup,panera,5.49
Broccoli Cheddar Soup,panera,4.39
Broccoli Cheddar Soup,panera,5.29
Broccoli Cheddar Soup,panera,5.49
All Natural Low-Fat Chicken Noodle Soup,panera,4.39
All Natural Low-Fat Chicken Noodle Soup,panera,5.29
All Natural Low-Fat Chicken Noodle Soup,panera,5.49
All-Natural Turkey Chili,panera,4.99
All-Natural Turkey Chili,panera,5.99
All-Natural Turkey Chili,panera,6.19
Mac & Cheese,panera,4.99
Mac & Cheese,panera,7.99
Mac & Cheese,panera,5.99
Bistro French Onion Soup,panera,4.39
Bistro French Onion Soup,panera,5.29
Bistro French Onion Soup,panera,5.49
Baked Potato Soup,panera,4.39
Baked Potato Soup,panera,5.29
Baked Potato Soup,panera,5.49
Low-Fat Garden Vegetable Soup,panera,4.39
Low-Fat Garden Vegetable Soup,panera,5.29
Low-Fat Garden Vegetable Soup,panera,5.49
Vegetarian Creamy Tomato Soup ,panera,12.99
Broccoli Cheddar Soup,panera,12.99
All Natural Low-Fat Chicken Noodle Soup,panera,12.99
All-Natural Turkey Chili ,panera,18.99
Bistro French Onion Soup,panera,12.99
Baked Potato Soup,panera,12.99
Low-Fat Garden Vegetable Soup,panera,12.99
Kid’s Peanut Butter & Jelly Sandwich,panera,4.29
Kid’s Grilled Cheese,panera,4.29
Kid’s Smoked Turkey Sandwich,panera,4.29
Kid’s Smoked Ham Sandwich,panera,4.29
Kid’s Caesar Salad,panera,4.69
Kid’s Classic Cafe Salad,panera,4.69
Signature Mac & Cheese Kid’s Meal,panera,4.99
Kid’s Broccoli Cheddar Soup,panera,4.39
Kid’s All Natural Low-Fat Chicken Noodle Soup,panera,4.39
Kid’s Vegetarian Creamy Tomato Soup ,panera,4.39
Kid’s Turkey Chili,panera,4.99
Kids Bistro French Onion Soup,panera,4.39
Kids Baked Potato Soup,panera,4.39
Kids Low-Fat Garden Vegetable Soup,panera,4.39
Cafe Latté ,panera,3.59
Cafe Latté,panera,4.34
Skinny Cafe Mocha,panera,3.99
Skinny Cafe Mocha,panera,4.74
Caramel Latté,panera,3.99
Caramel Latté,panera,4.74
Cafe Mocha,panera,3.99
Cafe Mocha,panera,4.74
Chai Tea Latté,panera,3.99
Chai Tea Latté,panera,4.74
Cappuccino,panera,3.59
Cappuccino,panera,4.34
Hot Chocolate with Chocolate Chip Marshmallows,panera,3.39
Hot Chocolate with Chocolate Chip Marshmallows ,panera,3.69
Hot Coffee,panera,1.89
Hot Coffee,panera,2.09
Hot Coffee,panera,2.25
Travel Refill ,panera,1.79
Hot Tea,panera,1.79
Espresso,panera,1.79
Unlimited Monthly Coffee Subscription,panera,8.99
"Low-Fat Mango Smoothie
",panera,4.39
Low-Fat Mango Smoothie,panera,4.79
Low-Fat Strawberry Banana Smoothie,panera,4.39
Low Fat Strawberry Smoothie with Ginseng ,panera,4.39
Low Fat Strawberry Smoothie with Ginseng,panera,4.79
Fat-Free Superfruit Power Smoothie with Ginseng ,panera,4.39
Fat-Free Superfruit Power Smoothie with Ginseng,panera,4.79
Green Passion Power Smoothie ,panera,4.39
Blueberry Pomegranate Power Smoothie with Coconut Milk,panera,4.39
Frozen Caramel or Mocha,panera,4.39
Frozen Caramel or Mocha,panera,4.79
Soda,panera,2.09
Soda,panera,2.49
Iced Caffe Latté,panera,3.59
Iced Caffe Mocha,panera,3.99
Iced Caramel Latté,panera,3.99
Iced Coffee ,panera,2.09
Iced Coffee ,panera,2.49
Iced Chai Tea Latté,panera,3.99
Iced Chai Tea Latté,panera,4.74
Iced Green Tea,panera,2.09
Iced Green Tea,panera,2.49
Iced Tea,panera,2.09
Iced Tea,panera,2.49
Lemonade,panera,2.09
Lemonade,panera,2.49
Water,panera,1.99
Orange Juice,panera,2.49
Horizon Reduced Fat Organic Milk or Chocolate Milk,panera,1.79
Organic Apple Juice,panera,1.79
San Pellegrino Sparkling Water,panera,2.49
Panera Lemonade,panera,2.19
Harmless Harvest Coconut Water,panera,2.99
Blueprint Green or Red Juice,panera,5.99
Purity Organic Strawberry Paradise Juice,panera,2.49
Joia Grapefruit All-Natural Soda,panera,2.69
Cinnamon Crunch Bagel,panera,1.34
Asiago Bagel,panera,1.34
Plain Bagel,panera,1.05
Blueberry Bagel ,panera,1.34
Everything Bagel ,panera,1.05
Whole Grain Bagel,panera,1.05
Sprouted Grain Bagel Flat,panera,1.05
Sesame Bagel ,panera,1.05
Chocolate Chip Bagel,panera,1.34
Cinnamon Swirl Bagel,panera,1.34
French Toast Bagel,panera,1.34
Pumpkin Pie Bagel (Limited Time),panera,1.34
Bagel Pack (Bagels & 2 Tubs Of Cream Cheese Spread),panera,13.99
Baker’s Dozen,panera,9.99
Half Dozen Bagels,panera,6.25
Dozen & Half Bagels,panera,12.99
Plain Cream Cheese,panera,1.25
Plain Cream Cheese,panera,2.99
Reduced Fat Cream Cheese,panera,1.25
Reduced Fat Cream Cheese,panera,2.99
Hazelnut Cream Cheese,panera,1.25
Hazelnut Cream Cheese,panera,2.99
Chive and Onion Cream Cheese,panera,1.25
Chive and Onion Cream Cheese,panera,2.99
Reduced-Fat Roasted Veg,panera,1.25
Reduced-Fat Roasted Veg,panera,2.99
Wild Blueberry Cream Cheese,panera,1.25
Wild Blueberry Cream Cheese,panera,2.99
Honey Walnut Cream Cheese,panera,1.25
Honey Walnut Cream Cheese,panera,2.99
Peanut Butter,panera,0.80
Preserves,panera,0.50
Fruit,panera,2.69
Strawberry Parfait,panera,3.89
Oatmeal with Fresh Strawberries & Pecans,panera,4.29
Honey Almond Greek Yogurt Parfait,panera,2.99
Cinnamon Roll,panera,2.89
Bear Claw,panera,2.69
Gooey Butter Pastry,panera,2.69
Cobblestone,panera,2.69
Pecan Braid,panera,2.69
Chocolate Pastry ,panera,2.69
Cheese Pastry ,panera,2.69
Pecan Roll,panera,2.69
Cherry Pastry ,panera,2.69
Pastry Ring  ,panera,8.79
Butter Croissant ,panera,2.39
Carrot Cake with Walnuts ,panera,2.69
Cinnamon Crumb Coffee Cake,panera,2.69
Cinnamon Crumb Coffee Cake,panera,15.49
Tulip Cookie,panera,2.59
Chocolate Chipper Cookie,panera,2.09
Gluten-Conscious Monster Cookie with Nuts,panera,2.39
Gluten-Conscious Triple Chocolate Cookie,panera,2.39
Oatmeal Raisin Cookie,panera,2.09
Candy Cookie,panera,2.09
Shortbread Cookie,panera,2.09
Petite Cookies,panera,4.99
Chocolate Brownie,panera,2.59
Apple Crunch Muffin,panera,2.29
Chocolate Chip Muffie,panera,1.69
Pumpkin Muffin,panera,2.29
Pumpkin Muffie ,panera,1.69
Blueberry Muffin with Fresh Blueberries,panera,2.49
Cranberry Orange Muffin,panera,2.29
Cinnamon Crunch Scone,panera,2.59
Orange Scone,panera,2.59
Triple Berry Scone,panera,2.59
Wild Blueberry Scone,panera,2.59
Mini Scone Variety Pack,panera,6.99
Cinnamon Raisin Swirl,panera,4.79
French,panera,3.09
Asiago Cheese,panera,4.59
All Natural White Bread,panera,3.79
All Natural White Bread,panera,7.79
Sourdough,panera,1.99
Sourdough,panera,3.79
Sourdough,panera,4.99
Whole Grain,panera,3.79
Whole Grain,panera,7.79
Honey Wheat,panera,3.79
Tomato Basil,panera,5.29
Country,panera,3.79
Country,panera,7.79
Rye,panera,3.79
Rye,panera,7.79
Ciabatta,panera,3.19
Sesame Semolina Bread,panera,3.69
Sesame Semolina Bread,panera,7.79
Focaccia Bread With Asiago Cheese,panera,3.39
Sea Salt Focaccia,panera,3.19
Soft Dinner Roll,panera,0.75
Sprouted Whole Grain Roll,panera,0.99
Sourdough Bread Bowl,panera,3.49
Sprouted Grain Rolls,panera,3.99
Soft Dinner Rolls,panera,2.99
Apple,panera,0.99
Banana,panera,0.99
Chips,panera,0.85
Baked Chips,panera,0.99
French Baguette ,panera,0.75
Blueberry or Strawberry Squeezable Yogurt,panera,1.25
Classic Chicken Sandwich Combo,popeyes,7.69
Spicy Chicken Sandwich Combo,popeyes,7.69
Bonafide Chicken – Dinner,popeyes,5.29
Bonafide Chicken – Combo,popeyes,6.79
Bonafide Chicken – Dinner,popeyes,6.49
Bonafide Chicken – Combo,popeyes,7.99
Bonafide Chicken – Dinner,popeyes,7.69
Bonafide Chicken – Combo,popeyes,9.19
Wings – Dinner,popeyes,6.49
Wings – Combo,popeyes,7.99
Tenders – Dinner,popeyes,5.79
Tenders – Combo,popeyes,7.29
Tenders – Dinner,popeyes,7.79
Tenders – Combo,popeyes,9.29
1/4 lb Popcorn Shrimp,popeyes,5.49
1/4 lb Popcorn Shrimp,popeyes,6.99
Mixed Chicken,popeyes,19.80
Mixed Chicken,popeyes,28.60
Mixed Chicken,popeyes,35.20
Handcrafted Tenders,popeyes,19.80
Handcrafted Tenders,popeyes,28.60
Handcrafted Tenders,popeyes,35.20
Red Beans & Rice,popeyes,1.79
Red Beans & Rice,popeyes,3.99
Mashed Potatoes with Cajun Gravy,popeyes,1.79
Mashed Potatoes with Cajun Gravy,popeyes,3.99
Cole Slaw,popeyes,1.79
Cole Slaw,popeyes,3.99
Cajun Fries,popeyes,1.79
Cajun Fries,popeyes,3.99
Cajun Rice,popeyes,1.79
Cajun Rice,popeyes,3.99
Green Beans,popeyes,1.79
Green Beans,popeyes,3.99
Biscuit,popeyes,0.79
Biscuits,popeyes,3.99
Biscuits,popeyes,6.99
Jalapeno,popeyes,0.49
Jalapeno,popeyes,1.95
Soft Drink,popeyes,1.99
Soft Drink,popeyes,2.29
Soft Drink,popeyes,2.59
Iced Tea,popeyes,2.99
Iced Tea,popeyes,4.99
Lemonade or Fruit Punch,popeyes,2.99
Lemonade or Fruit Punch,popeyes,4.99
Mild Tender,popeyes,3.39
Nuggets,popeyes,3.39
Mild Leg,popeyes,3.39
Hot Cinnamon Apple Pie,popeyes,1.29
4 Sandwiches,popeyes,19.80
Big Family Feast,popeyes,35.20
Bigger Family Feast ,popeyes,60.00
Raspberry Cheesecake Fried Pie,popeyes,1.20
Chocolate Beignets,popeyes,1.99
Ghost Pepper Wings Combo,popeyes,7.19
Ghost Pepper Wings Combo,popeyes,11.19
Ghost Pepper Wings Dinner,popeyes,8.39
Ghost Pepper Wings Dinner,popeyes,13.19
SONIC Cheeseburger,sonic,3.89
SONIC Cheeseburger – Combo,sonic,5.99
SuperSONIC Double Cheeseburger,sonic,4.99
SuperSONIC Double Cheeseburger – Combo,sonic,6.99
SuperSONIC Bacon Double Cheeseburger,sonic,5.49
SuperSONIC Bacon Double Cheeseburger – Combo,sonic,7.89
Bacon Cheeseburger TOASTER,sonic,4.99
Bacon Cheeseburger TOASTER – Combo,sonic,6.99
Chicken Club TOASTER,sonic,5.09
Chicken Club TOASTER – Combo,sonic,7.29
Chicago Dog,sonic,2.39
Chicago Dog – Combo,sonic,5.19
New York Dog,sonic,1.99
New York Dog – Combo,sonic,4.99
Chili Cheese Coney,sonic,1.99
Chili Cheese Coney – Combo,sonic,4.99
All-American Dog,sonic,1.99
All-American Dog – Combo,sonic,4.99
Footlong Quarter Pound Coney,sonic,3.69
Footlong Quarter Pound Coney – Combo,sonic,5.99
Jumbo Popcorn Chicken,sonic,3.99
Jumbo Popcorn Chicken – Combo,sonic,5.89
Jumbo Popcorn Chicken,sonic,4.99
Jumbo Popcorn Chicken – Combo,sonic,6.89
Classic Chicken Sandwich (Grilled or Crispy),sonic,4.49
Classic Chicken Sandwich (Grilled or Crispy) – Combo,sonic,6.79
Super Crunch Chicken Strips,sonic,3.49
Super Crunch Chicken Strips – Combo,sonic,5.79
Super Crunch Chicken Strips,sonic,4.69
Super Crunch Chicken Strips – Combo,sonic,6.79
Super Crunch Chicken Strip Dinner (Medium Combo),sonic,6.79
Super Crunch Chicken Strip Dinner (Without Drink),sonic,5.69
"Add (American Cheese, Hot Chili or Spicy Jalapeños)",sonic,0.50
Add (Crispy Bacon),sonic,0.60
The Original Pretzel Dog (Limited Time),sonic,2.09
Cheesy Bacon Pretzel Dog (Limited Time),sonic,2.99
Boneless Wings (Limited Time),sonic,4.49
Boneless Wings (Limited Time),sonic,8.79
Boneless Wings (Limited Time),sonic,16.99
Ultimate Chicken Sandwich – Traditional or Classic (Limited Time),sonic,5.99
Mozzarella Sticks with Marinara,sonic,1.29
Mozzarella Sticks with Marinara,sonic,2.49
Mozzarella Sticks with Marinara,sonic,3.59
Mozzarella Sticks with Marinara,sonic,4.79
Mozzarella Sticks with Marinara,sonic,7.99
Ched ‘R’ Bites with Ranch,sonic,1.59
Ched ‘R’ Bites with Ranch,sonic,2.99
Ched ‘R’ Bites with Ranch,sonic,4.29
Ched ‘R’ Bites with Ranch,sonic,5.29
Ched ‘R’ Bites with Ranch,sonic,8.99
Tots or Fries,sonic,0.79
Tots or Fries,sonic,1.19
Tots or Fries,sonic,1.99
Tots or Fries,sonic,2.39
Tots or Fries,sonic,3.99
Handmade Onion Rings,sonic,1.29
Handmade Onion Rings,sonic,2.29
Handmade Onion Rings,sonic,2.89
Handmade Onion Rings,sonic,3.39
Handmade Onion Rings,sonic,5.39
Chili Cheese Tots or Fries,sonic,1.29
Chili Cheese Tots or Fries,sonic,2.29
Chili Cheese Tots or Fries,sonic,3.09
Chili Cheese Tots or Fries,sonic,3.49
Chili Cheese Tots or Fries,sonic,5.99
Jumbo Popcorn Chicken,sonic,1.49
Jumbo Popcorn Chicken,sonic,2.99
Jumbo Popcorn Chicken,sonic,3.99
Jumbo Popcorn Chicken,sonic,4.99
Jumbo Popcorn Chicken,sonic,6.99
Apple Slices,sonic,1.29
Jr. Breakfast Burrito,sonic,1.19
Jr. Deluxe Burger,sonic,1.39
Jr. Deluxe Cheeseburger,sonic,1.69
Jr. Double Cheeseburger,sonic,1.99
Chicken Strip Sandwich,sonic,1.49
Grilled Cheese,sonic,1.49
Corn Dog,sonic,1.29
Tots or Fries,sonic,1.19
Iced Tea,sonic,1.19
Soft Drink,sonic,1.19
Famous Slush,sonic,1.19
Vanilla Cone,sonic,1.00
Vanilla Dish,sonic,1.49
Real Ice Cream Sundae,sonic,1.99
Breakfast Burrito,sonic,2.59
Breakfast Burrito – Combo,sonic,4.59
SuperSONIC Breakfast Burrito,sonic,3.89
SuperSONIC Breakfast Burrito – Combo,sonic,5.99
Breakfast TOASTER,sonic,2.89
Breakfast TOASTER – Combo,sonic,4.89
French Toast Sticks with Syrup,sonic,2.49
French Toast Sticks with Syrup + Drink,sonic,3.49
Cinnasnacks,sonic,2.89
Cinnasnacks – Combo,sonic,3.89
Cinnasnacks,sonic,3.99
Cinnasnacks – Combo,sonic,4.99
Jr. Burger,sonic,3.39
Chicken Strips,sonic,3.59
Grilled Cheese,sonic,2.99
Beef Hot Dog,sonic,3.39
Corn Dog,sonic,3.39
Signature Limeades,sonic,1.69
Signature Limeades,sonic,1.99
Signature Limeades,sonic,2.29
Signature Limeades,sonic,2.59
Famous Slushes,sonic,1.19
Famous Slushes,sonic,1.99
Famous Slushes,sonic,2.39
Famous Slushes,sonic,2.59
Candy Slushes,sonic,1.69
Candy Slushes,sonic,2.49
Candy Slushes,sonic,2.89
Candy Slushes,sonic,3.09
Real Fruit Slushes,sonic,2.19
Real Fruit Slushes,sonic,2.39
Real Fruit Slushes,sonic,2.79
Real Fruit Slushes,sonic,2.99
Soft Drink,sonic,1.19
Soft Drink,sonic,1.69
Soft Drink,sonic,1.89
Soft Drink,sonic,2.19
Soft Drink (Iced Tea),sonic,3.99
SONIC Splash,sonic,1.19
SONIC Splash,sonic,1.69
SONIC Splash,sonic,1.89
SONIC Splash,sonic,2.19
Ocean Water,sonic,1.39
Ocean Water,sonic,1.79
Ocean Water,sonic,1.99
Ocean Water,sonic,2.29
Orange Juice or Cranberry Juice Cocktail,sonic,1.99
Orange Juice or Cranberry Juice Cocktail,sonic,2.49
SONIC Wave Bottled Water,sonic,1.49
Premium Roast Coffee,sonic,1.49
Premium Roast Coffee,sonic,1.79
SONIC Energy Drink,sonic,1.99
SONIC Energy Drink,sonic,2.19
SONIC Energy Drink,sonic,2.29
SONIC Energy Drink,sonic,2.49
Java Chiller Shakes,sonic,2.99
Java Chiller Shakes,sonic,3.39
Java Chiller Shakes,sonic,4.39
Sonic Blast,sonic,2.89
Sonic Blast,sonic,3.39
Sonic Blast,sonic,4.09
Sonic Blast,sonic,5.49
Hand-Mixed Classic Shakes ,sonic,1.99
Hand-Mixed Classic Shakes ,sonic,2.79
Hand-Mixed Classic Shakes ,sonic,3.59
Hand-Mixed Classic Shakes ,sonic,4.59
Master Shakes,sonic,2.49
Master Shakes,sonic,3.29
Master Shakes,sonic,4.09
Master Shakes,sonic,5.09
CreamSlush Treats,sonic,2.09
CreamSlush Treats,sonic,2.99
CreamSlush Treats,sonic,3.59
CreamSlush Treats,sonic,4.59
Old School Floats,sonic,2.09
Old School Floats,sonic,2.49
Old School Floats,sonic,3.09
Old School Floats,sonic,4.39
Real Ice Cream Sundae,sonic,1.99
Molten Cake Sundae,sonic,4.29
Waffle Cone Sundae,sonic,2.99
Vanilla Waffle Cone,sonic,1.99
Master Blast,sonic,3.39
Master Blast,sonic,3.89
Master Blast,sonic,4.59
Master Blast,sonic,5.99
Caffe Latte,starbucks,2.95
Caffe Latte,starbucks,3.65
Caffe Latte,starbucks,4.15
Caffe Mocha,starbucks,3.45
Caffe Mocha,starbucks,4.15
Caffe Mocha,starbucks,4.65
White Chocolate Mocha,starbucks,3.75
White Chocolate Mocha,starbucks,4.45
White Chocolate Mocha,starbucks,4.75
Freshly Brewed Coffee,starbucks,1.85
Freshly Brewed Coffee,starbucks,2.10
Freshly Brewed Coffee,starbucks,2.45
Cinnamon Dolce Latte,starbucks,3.65
Cinnamon Dolce Latte,starbucks,4.25
