,restaurant_x,item,price,ms_index,ms_item,matched_2021,new_item_2022,menu_item_id,food_category,restaurant_y,item_name,item_description,serving_size,serving_size_text,serving_size_unit,serving_size_household,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,potassium,notes,calories_text,total_fat_text,saturated_fat_text,trans_fat_text,cholesterol_text,sodium_text,carbohydrates_text,dietary_fiber_text,sugar_text,protein_text
325,culvers,"
Cheddar ButterBurger with Bacon Single
",3.59,6504,"ButterBurger Cheese, Single",1,0,74,Burgers,culvers,"ButterBurger Cheese, Single","ButterBurger Cheese, Single, ButterBurgers, Kid's Meals",,,,,460,23.0,11,1,75,610,39,1,7,23,,,,,,,,,,,,
326,culvers,"
Cheddar ButterBurger with Bacon Double
",5.29,6503,"ButterBurger Cheese, Double",1,0,73,Burgers,culvers,"ButterBurger Cheese, Double","ButterBurger Cheese, Double, ButterBurgers",,,,,700,42.0,19,1.5,145,830,40,1,8,40,,,,,,,,,,,,
327,culvers,"
Cheddar ButterBurger with Bacon Triple
",6.79,6505,"ButterBurger Cheese, Triple",1,0,75,Burgers,culvers,"ButterBurger Cheese, Triple","ButterBurger Cheese, Triple, ButterBurgers",,,,,940,61.0,28,2,215,1060,41,1,9,57,,,,,,,,,,,,
328,culvers,"
Mushroom And Swiss Single
",3.39,6507,"Mushroom & Swiss Butterburger, Single",1,0,84,Burgers,culvers,"Mushroom & Swiss Butterburger, Single","Mushroom & Swiss Butterburger, Single, ButterBurgers",,,,,500,26.0,11,1,75,580,40,2,6,23,,,,,,,,,,,,
329,culvers,"
Mushroom And Swiss Double
",5.09,6506,"Mushroom & Swiss Butterburger, Double",1,0,83,Burgers,culvers,"Mushroom & Swiss Butterburger, Double","Mushroom & Swiss Butterburger, Double, ButterBurgers",,,,,780,47.0,20,1.5,145,790,42,2,6,47,,,,,,,,,,,,
330,culvers,"
Mushroom And Swiss Triple
",6.59,6508,"Mushroom & Swiss Butterburger, Triple",1,0,85,Burgers,culvers,"Mushroom & Swiss Butterburger, Triple","Mushroom & Swiss Butterburger, Triple, ButterBurgers",,,,,1060,68.0,29,2,215,990,44,2,6,68,,,,,,,,,,,,
331,culvers,"
Sourdough Melt Single
",3.39,6510,"Sourdough Melt, Single",1,0,87,Burgers,culvers,"Sourdough Melt, Single","Sourdough Melt, Single, ButterBurgers",,,,,490,25.0,12,1,80,600,42,2,4,26,,,,,,,,,,,,
332,culvers,"
Sourdough Melt Double
",5.09,6509,"Sourdough Melt, Double",1,0,86,Burgers,culvers,"Sourdough Melt, Double","Sourdough Melt, Double, ButterBurgers",,,,,740,45.0,21,1.5,150,840,42,2,4,45,,,,,,,,,,,,
333,culvers,"
Sourdough Melt Triple
",6.59,6511,"Sourdough Melt, Triple",1,0,88,Burgers,culvers,"Sourdough Melt, Triple","Sourdough Melt, Triple, ButterBurgers",,,,,1010,65.0,31,2.5,220,1080,47,3,6,64,,,,,,,,,,,,
334,culvers,"
Wisconsin Swiss Melt Single
",3.39,6519,"Wisconsin Swiss Melt, Single",1,0,96,Burgers,culvers,"Wisconsin Swiss Melt, Single","Wisconsin Swiss Melt, Single, ButterBurgers",,,,,470,24.0,11,1,80,540,39,4,4,27,,,,,,,,,,,,
335,culvers,"
Wisconsin Swiss Melt Double
",5.09,6518,"Wisconsin Swiss Melt, Double",1,0,95,Burgers,culvers,"Wisconsin Swiss Melt, Double","Wisconsin Swiss Melt, Double, ButterBurgers",,,,,720,43.0,19,1.5,150,680,40,4,4,47,,,,,,,,,,,,
336,culvers,"
Wisconsin Swiss Melt Triple
",6.59,6520,"Wisconsin Swiss Melt, Triple",1,0,97,Burgers,culvers,"Wisconsin Swiss Melt, Triple","Wisconsin Swiss Melt, Triple, ButterBurgers",,,,,990,62.0,28,2,220,820,46,5,6,67,,,,,,,,,,,,
337,culvers,"
Chicken Tenders 2 Pc
",4.99,6529,"2 Chicken Tenders, Original",1,0,1185,Entrees,culvers,"2 Chicken Tenders, Original","2 Chicken Tenders, Original, Chicken, Kid's Meals",,,,,270,12.0,1.5,0,50,920,21,1,1,20,,,,,,,,,,,,
338,culvers,"
Chicken Tenders 4 Pc
",7.99,6528,"4 Chicken Tenders, Original",1,0,1184,Entrees,culvers,"4 Chicken Tenders, Original","4 Chicken Tenders, Original, Chicken",,,,,540,24.0,3,0,100,1840,42,2,2,40,,,,,,,,,,,,
339,culvers,"
Chicken Sandwich Crispy
",4.29,6521,Crispy Chicken Sandwich,1,0,308,Sandwiches,culvers,Crispy Chicken Sandwich,"Crispy Chicken Sandwich, Chicken",,,,,460,14.0,3,0,55,1110,56,1,6,25,,,,,,,,,,,,
340,culvers,"
Chicken Sandwich Grilled
",7.29,6522,Grilled Chicken Sandwich,1,0,309,Sandwiches,culvers,Grilled Chicken Sandwich,"Grilled Chicken Sandwich, Chicken",,,,,390,8.0,2,0,95,1070,40,1,6,41,,,,,,,,,,,,
341,culvers,"
Butter Burger
",4.99,6760,Harvest Veggie Burger,1,0,945275,Burgers,culvers,Harvest Veggie Burger,"Harvest Veggie Burger, Homestyle Favorites",,,,,590,25.0,10,0,60,1080,72,6,10,19,,,,,,,,,,,,
342,culvers,"
Butter Burger Cheese
",4.99,6797,Eli's Butter Cake Pieces,0,1,952543,Toppings & Ingredients,culvers,Eli's Butter Cake Pieces,"Eli's Butter Cake Pieces, Mix-Ins & Toppings",1,,oz,,90,4.0,2,0,20,45,13,0,9,1,,,,,,,,,,,,
343,culvers,"
Tenders 2 Pc
",4.99,6529,"2 Chicken Tenders, Original",1,0,1185,Entrees,culvers,"2 Chicken Tenders, Original","2 Chicken Tenders, Original, Chicken, Kid's Meals",,,,,270,12.0,1.5,0,50,920,21,1,1,20,,,,,,,,,,,,
344,culvers,"
Corn Dog
",4.99,6524,Corn Dog,1,0,501,Entrees,culvers,Corn Dog,"Corn Dog, Kids' Meals",,,,,240,14.0,4,0,20,500,23,0,7,6,,,,,,,,,,,,
345,culvers,"
Grilled Cheese
",4.99,6527,Grilled Cheese on Sourdough,1,0,799,Sandwiches,culvers,Grilled Cheese on Sourdough,"Grilled Cheese on Sourdough, Kids' Meals",,,,,360,17.0,9,0,50,610,39,1,4,13,,,,,,,,,,,,
346,culvers,"
Chicken Cashew Salad 
",6.49,6542,Chicken Cashew Salad w/ Grilled Chicken,1,0,1734,Salads,culvers,Chicken Cashew Salad w/ Grilled Chicken,"Chicken Cashew Salad w/ Grilled Chicken, Salad & Salad Dressings",,,,,450,24.0,9,0,115,860,13,3,3,46,,,,,,,,,,,,
347,culvers,"
Garden Fresco Salad
",4.19,6555,Garden Fresco Salad w/ Grilled Chicken,1,0,13806,Salads,culvers,Garden Fresco Salad w/ Grilled Chicken,"Garden Fresco Salad w/ Grilled Chicken, Salad & Salad Dressings",,,,,350,14.0,6,0,115,930,15,2,2,44,,,,,,,,,,,,
348,culvers,"
Garden Fresco Salad Grilled Chicken
",6.49,6555,Garden Fresco Salad w/ Grilled Chicken,1,0,13806,Salads,culvers,Garden Fresco Salad w/ Grilled Chicken,"Garden Fresco Salad w/ Grilled Chicken, Salad & Salad Dressings",,,,,350,14.0,6,0,115,930,15,2,2,44,,,,,,,,,,,,
349,culvers,"
Cranberry Bacon Bleu Salad Grilled Chicken
",6.49,6554,Cranberry Bacon Bleu Salad w/ Grilled Chicken,1,0,13804,Salads,culvers,Cranberry Bacon Bleu Salad w/ Grilled Chicken,"Cranberry Bacon Bleu Salad w/ Grilled Chicken, Salad & Salad Dressings",,,,,360,14.0,7,0,120,1110,14,2,9,44,,,,,,,,,,,,
350,culvers,"
George’s Chili
",2.89,6539,Chili Cheddar Fries,1,0,1563,Fried Potatoes,culvers,Chili Cheddar Fries,"Chili Cheddar Fries, Sides",,,,,690,32.0,10,0,45,1580,80,7,3,19,,,,,,,,,,,,
351,culvers,"
Chili Supreme
",3.29,6538,George's Chili Supreme,1,0,1523,Soup,culvers,George's Chili Supreme,"George's Chili Supreme, Soups",,,,,385,20.0,9,1,72,1470,27,7,7,20,,,,,,,,,,,,
352,culvers,"
Soft Drink Small
",1.69,6722,"Diet Dr Pepper, Small",1,0,928517,Beverages,culvers,"Diet Dr Pepper, Small","Diet Dr Pepper, Small, Drinks",,,,Small,0,0.0,0,0,0,95,0,0,0,0,,,,,,,,,,,,
353,culvers,"
Soft Drink Medium
",1.89,6723,"Diet Dr Pepper, Medium",1,0,928518,Beverages,culvers,"Diet Dr Pepper, Medium","Diet Dr Pepper, Medium, Drinks",,,,Medium,0,0.0,0,0,0,130,0,0,0,0,,,,,,,,,,,,
354,culvers,"
Soft Drink Large
",2.29,6724,"Diet Dr Pepper, Large",1,0,928519,Beverages,culvers,"Diet Dr Pepper, Large","Diet Dr Pepper, Large, Drinks",,,,Large,0,0.0,0,0,0,190,0,0,0,0,,,,,,,,,,,,
355,culvers,"
Root Beer Float Small
",2.29,6592,"Culver's Root Beer Float, Small",1,0,13962,Beverages,culvers,"Culver's Root Beer Float, Small","Culver's Root Beer Float, Small, Handcrafted Beverages",,,,Small,400,17.0,10,0,105,135,61,0,58,5,,,,,,,,,,,,
356,culvers,"
Root Beer Float Medium
",2.99,6593,"Culver's Root Beer Float, Medium",1,0,13963,Beverages,culvers,"Culver's Root Beer Float, Medium","Culver's Root Beer Float, Medium, Handcrafted Beverages",,,,Medium,440,17.0,10,0,105,160,72,0,68,5,,,,,,,,,,,,
357,culvers,"
White or Chocolate Milk
",1.69,6634,1% Low Fat Chocolate Milk,1,0,60671,Beverages,culvers,1% Low Fat Chocolate Milk,"1% Low Fat Chocolate Milk, Kids' Meals",,,,,160,2.0,1.5,0,15,220,27,0,26,8,,,,,,,,,,,,
358,culvers,"
Bottled Water
",1.69,6717,Bottled Water,1,0,928512,Beverages,culvers,Bottled Water,"Bottled Water, Drinks",,,,,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
359,culvers,"
Concrete Mixers Mini
",2.69,6575,"Mint Concrete Mixer made w/ Oreo, Mini",1,0,13928,Beverages,culvers,"Mint Concrete Mixer made w/ Oreo, Mini","Mint Concrete Mixer made w/ Oreo, Mini, Concrete Mixers",,,,Mini,470,24.0,15,0.5,140,190,57,0,47,7,,,,,,,,,,,,
360,culvers,"
Turtle 1 Scoop
",3.79,6578,"Turtle Sundae, 1 Scoop",1,0,13939,Desserts,culvers,"Turtle Sundae, 1 Scoop","Turtle Sundae, 1 Scoop, Classic Sundaes",,,,1 scoop,640,41.0,15,0.5,118,290,60,2,46,8,,,,,,,,,,,,
361,culvers,"
Turtle 2 Scoop
",4.59,6579,"Turtle Sundae, 2 Scoop",1,0,13940,Desserts,culvers,"Turtle Sundae, 2 Scoop","Turtle Sundae, 2 Scoop, Classic Sundaes",,,,2 scoop,1040,61.0,29,1,225,470,111,2,88,14,,,,,,,,,,,,
362,culvers,"
Turtle 3 Scoop
",5.29,6580,"Turtle Sundae, 3 Scoop",1,0,13941,Desserts,culvers,"Turtle Sundae, 3 Scoop","Turtle Sundae, 3 Scoop, Classic Sundaes",,,,3 scoop,1190,71.0,34,1.5,285,510,127,2,101,17,,,,,,,,,,,,
363,culvers,"
Caramel Cashew 1 Scoop
",3.79,6562,"Caramel Cashew, 1 Scoop",1,0,13896,Desserts,culvers,"Caramel Cashew, 1 Scoop","Caramel Cashew, 1 Scoop, Classic Sundaes",,,,1 scoop,600,33.0,15,0.5,120,300,67,1,45,10,,,,,,,,,,,,
364,culvers,"
Caramel Cashew 2 Scoop
",4.59,6563,"Caramel Cashew, 2 Scoop",1,0,13897,Desserts,culvers,"Caramel Cashew, 2 Scoop","Caramel Cashew, 2 Scoop, Classic Sundaes",,,,2 scoop,1000,52.0,27,1,230,480,121,1,85,16,,,,,,,,,,,,
365,culvers,"
Caramel Cashew 3 Scoop
",5.29,6564,"Caramel Cashew, 3 Scoop",1,0,13898,Desserts,culvers,"Caramel Cashew, 3 Scoop","Caramel Cashew, 3 Scoop, Classic Sundaes",,,,3 scoop,1150,62.0,32,1.5,290,520,137,1,98,19,,,,,,,,,,,,
366,culvers,"
Crinkle Cut Fries
",1.89,6540,"Crinkle Cut Fries, Small",1,0,1564,Fried Potatoes,culvers,"Crinkle Cut Fries, Small","Crinkle Cut Fries, Small, Kids' Meals, Sides",,,,Small,240,9.0,1,0,0,350,35,3,0,4,,,,,,,,,,,,
367,culvers,"
Side Salad
",1.89,6543,Side Salad,1,0,1822,Salads,culvers,Side Salad,"Side Salad, Sides",,,,,50,2.0,1,0,6,100,5,1,1,2,,,,,,,,,,,,
368,culvers,"
Onion Rings
",2.69,6545,Onion Rings,1,0,2133,Appetizers & Sides,culvers,Onion Rings,"Onion Rings, Sides",,,,,400,22.0,2.5,0,0,530,44,3,3,6,,,,,,,,,,,,
369,culvers,"
Chili Cheddar Fries
",3.49,6539,Chili Cheddar Fries,1,0,1563,Fried Potatoes,culvers,Chili Cheddar Fries,"Chili Cheddar Fries, Sides",,,,,690,32.0,10,0,45,1580,80,7,3,19,,,,,,,,,,,,
370,culvers,"
Cheese Curds
",3.49,6544,Wisconsin Cheese Curds,1,0,2088,Appetizers & Sides,culvers,Wisconsin Cheese Curds,"Wisconsin Cheese Curds, Sides",,,,,510,25.0,12,1,55,1230,51,0,4,20,,,,,,,,,,,,
371,dairy_queen,Peanut Buster Parfait,4.39,6839,Peanut Buster Parfait,1,0,14308,Desserts,dairy_queen,Peanut Buster Parfait,"Peanut Buster Parfait, Curl on Top Treats",,,,,710,31.0,18,0.5,35,340,95,3,68,17,,,,,,,,,,,,
372,dairy_queen,Banana Split,4.39,6800,Banana Split,1,0,14122,Desserts,dairy_queen,Banana Split,"Banana Split, Curl on Top Treats",,,,,520,14.0,9,0.5,30,150,94,4,74,9,,,,,,,,,,,,
373,dairy_queen,Dipped Cone,2.39,6934,"Dipped Cone, Cherry - Small",1,0,928813,Desserts,dairy_queen,"Dipped Cone, Cherry - Small","Dipped Cone, Cherry - Small, Cones",,,,Small,320,15.0,12,0,25,95,40,0,31,6,,,,,,,,,,,,
374,dairy_queen,Dipped Cone,2.79,6934,"Dipped Cone, Cherry - Small",1,0,928813,Desserts,dairy_queen,"Dipped Cone, Cherry - Small","Dipped Cone, Cherry - Small, Cones",,,,Small,320,15.0,12,0,25,95,40,0,31,6,,,,,,,,,,,,
375,dairy_queen,Dipped Cone,3.19,6934,"Dipped Cone, Cherry - Small",1,0,928813,Desserts,dairy_queen,"Dipped Cone, Cherry - Small","Dipped Cone, Cherry - Small, Cones",,,,Small,320,15.0,12,0,25,95,40,0,31,6,,,,,,,,,,,,
376,dairy_queen,Waffle Cone (Plain),3.89,6851,Vanilla Cone - Kids',1,0,14362,Desserts,dairy_queen,Vanilla Cone - Kids',"Vanilla Cone - Kids', Cones",,,,Kids,160,4.5,3,0.2,15,65,25,0,18,4,,,,,,,,,,,,
377,dairy_queen,Waffle Cone (Chocolate Coated),3.89,6805,Chocolate Cone - Kids',1,0,14172,Desserts,dairy_queen,Chocolate Cone - Kids',"Chocolate Cone - Kids', Cones",,,,Kids,160,5.0,3,0,15,60,25,0,17,4,,,,,,,,,,,,
378,dairy_queen,Triple Chocolate Brownie,4.39,7045,Triple Chocolate Brownie Dessert,0,1,952639,Desserts,dairy_queen,Triple Chocolate Brownie Dessert,"Triple Chocolate Brownie Dessert, Curl on Top Treats",,,,,540,25.0,9,0,45,260,74,3,57,8,,,,,,,,,,,,
379,dairy_queen,Premium Fruit Smoothie,2.99,7048,Blueberry Mango Twist Premium Fruit Smoothie - Small,0,1,952642,Beverages,dairy_queen,Blueberry Mango Twist Premium Fruit Smoothie - Small,"Blueberry Mango Twist Premium Fruit Smoothie - Small, Premium Fruit Smoothies",,,,Small,270,0.2,0,0,0,95,63,1,61,4,,,,,,,,,,,,
380,dairy_queen,Premium Fruit Smoothie,3.49,7048,Blueberry Mango Twist Premium Fruit Smoothie - Small,0,1,952642,Beverages,dairy_queen,Blueberry Mango Twist Premium Fruit Smoothie - Small,"Blueberry Mango Twist Premium Fruit Smoothie - Small, Premium Fruit Smoothies",,,,Small,270,0.2,0,0,0,95,63,1,61,4,,,,,,,,,,,,
381,dairy_queen,Premium Fruit Smoothie,3.99,7048,Blueberry Mango Twist Premium Fruit Smoothie - Small,0,1,952642,Beverages,dairy_queen,Blueberry Mango Twist Premium Fruit Smoothie - Small,"Blueberry Mango Twist Premium Fruit Smoothie - Small, Premium Fruit Smoothies",,,,Small,270,0.2,0,0,0,95,63,1,61,4,,,,,,,,,,,,
382,dairy_queen,Julius Original,3.19,7052,Blueberry Mango Twist Julius Original -Small,0,1,952646,Beverages,dairy_queen,Blueberry Mango Twist Julius Original -Small,"Blueberry Mango Twist Julius Original -Small, Julius Originals",,,,Small,340,0.2,0,0,0,35,85,1,82,1,,,,,,,,,,,,
383,dairy_queen,Julius Original,3.39,7052,Blueberry Mango Twist Julius Original -Small,0,1,952646,Beverages,dairy_queen,Blueberry Mango Twist Julius Original -Small,"Blueberry Mango Twist Julius Original -Small, Julius Originals",,,,Small,340,0.2,0,0,0,35,85,1,82,1,,,,,,,,,,,,
384,dairy_queen,Julius Original,3.89,7052,Blueberry Mango Twist Julius Original -Small,0,1,952646,Beverages,dairy_queen,Blueberry Mango Twist Julius Original -Small,"Blueberry Mango Twist Julius Original -Small, Julius Originals",,,,Small,340,0.2,0,0,0,35,85,1,82,1,,,,,,,,,,,,
385,dairy_queen,Add a Boost (Protein),0.99,6907,Add A Banana - Small,1,0,136461,Toppings & Ingredients,dairy_queen,Add A Banana - Small,"Add A Banana - Small, Supplemental Facts, Julius Originals",30,,g,,25,0.0,0,0,0,0,7,1,4,0,,,,,,,,,,,,
386,dairy_queen,Add a Boost (Fresh Banana),0.99,6907,Add A Banana - Small,1,0,136461,Toppings & Ingredients,dairy_queen,Add A Banana - Small,"Add A Banana - Small, Supplemental Facts, Julius Originals",30,,g,,25,0.0,0,0,0,0,7,1,4,0,,,,,,,,,,,,
387,dairy_queen,1/2 lb. FlameThrower GrillBurger,5.39,6959,Biscuits & Gravy (1/2 Order),0,1,952553,Appetizers & Sides,dairy_queen,Biscuits & Gravy (1/2 Order),"Biscuits & Gravy (1/2 Order), Breakfast",,,,,340,18.0,6,0.5,5,920,25,1,2,3,,,,,,,,,,,,
388,dairy_queen,1/2 lb. Cheese GrillBurger ,4.79,6959,Biscuits & Gravy (1/2 Order),0,1,952553,Appetizers & Sides,dairy_queen,Biscuits & Gravy (1/2 Order),"Biscuits & Gravy (1/2 Order), Breakfast",,,,,340,18.0,6,0.5,5,920,25,1,2,3,,,,,,,,,,,,
389,dairy_queen,Original Double Cheeseburger – Combo,5.39,7052,Blueberry Mango Twist Julius Original -Small,0,1,952646,Beverages,dairy_queen,Blueberry Mango Twist Julius Original -Small,"Blueberry Mango Twist Julius Original -Small, Julius Originals",,,,Small,340,0.2,0,0,0,35,85,1,82,1,,,,,,,,,,,,
390,dairy_queen,Chicken Sandwich (Grilled or Crispy),3.89,6962,Chicken & Gravy Biscuit Sandwich,0,1,952556,Sandwiches,dairy_queen,Chicken & Gravy Biscuit Sandwich,"Chicken & Gravy Biscuit Sandwich, Breakfast",,,,,500,24.0,6,0,30,1160,37,2,1,17,,,,,,,,,,,,
391,dairy_queen,Chicken Sandwich (Grilled or Crispy) – Combo,6.19,6962,Chicken & Gravy Biscuit Sandwich,0,1,952556,Sandwiches,dairy_queen,Chicken & Gravy Biscuit Sandwich,"Chicken & Gravy Biscuit Sandwich, Breakfast",,,,,500,24.0,6,0,30,1160,37,2,1,17,,,,,,,,,,,,
392,dairy_queen,Chicken Bacon Ranch,4.89,6963,Chicken and Gravy Burrito,0,1,952557,Sandwiches,dairy_queen,Chicken and Gravy Burrito,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5,1,95,840,31,2,1,15,,,,,,,,,,,,
393,dairy_queen,Chicken Mozzarella,4.89,6885,Chicken Strips (2),1,0,29854,Appetizers & Sides,dairy_queen,Chicken Strips (2),"Chicken Strips (2), Breakfast",,,,,240,12.0,2,0,30,660,19,1,0,15,,,,,,,,,,,,
394,dairy_queen,Chicken Mozzarella – Combo,6.99,6962,Chicken & Gravy Biscuit Sandwich,0,1,952556,Sandwiches,dairy_queen,Chicken & Gravy Biscuit Sandwich,"Chicken & Gravy Biscuit Sandwich, Breakfast",,,,,500,24.0,6,0,30,1160,37,2,1,17,,,,,,,,,,,,
395,dairy_queen,Buffalo Chicken,1.89,6885,Chicken Strips (2),1,0,29854,Appetizers & Sides,dairy_queen,Chicken Strips (2),"Chicken Strips (2), Breakfast",,,,,240,12.0,2,0,30,660,19,1,0,15,,,,,,,,,,,,
396,dairy_queen,Chicken Bacon BBQ,1.89,6963,Chicken and Gravy Burrito,0,1,952557,Sandwiches,dairy_queen,Chicken and Gravy Burrito,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5,1,95,840,31,2,1,15,,,,,,,,,,,,
397,dairy_queen,Chicken Quesadilla,1.89,6885,Chicken Strips (2),1,0,29854,Appetizers & Sides,dairy_queen,Chicken Strips (2),"Chicken Strips (2), Breakfast",,,,,240,12.0,2,0,30,660,19,1,0,15,,,,,,,,,,,,
398,dairy_queen,Chicken Strip Basket,5.49,6963,Chicken and Gravy Burrito,0,1,952557,Sandwiches,dairy_queen,Chicken and Gravy Burrito,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5,1,95,840,31,2,1,15,,,,,,,,,,,,
399,dairy_queen,Chicken Strip Basket with Drink,6.49,7029,Nestle Drumstick with Peanuts Blizzard -Mini,0,1,952623,Desserts,dairy_queen,Nestle Drumstick with Peanuts Blizzard -Mini,"Nestle Drumstick with Peanuts Blizzard -Mini, Blizzard Treats",,,,Mini,420,22.0,16,0,25,135,47,1,38,9,,,,,,,,,,,,
400,dairy_queen,Chicken Strip Basket,6.89,6963,Chicken and Gravy Burrito,0,1,952557,Sandwiches,dairy_queen,Chicken and Gravy Burrito,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5,1,95,840,31,2,1,15,,,,,,,,,,,,
401,dairy_queen,Chicken Strip Basket with Drink,7.89,7029,Nestle Drumstick with Peanuts Blizzard -Mini,0,1,952623,Desserts,dairy_queen,Nestle Drumstick with Peanuts Blizzard -Mini,"Nestle Drumstick with Peanuts Blizzard -Mini, Blizzard Treats",,,,Mini,420,22.0,16,0,25,135,47,1,38,9,,,,,,,,,,,,
402,dairy_queen,Chicken Strip Lunch,5.00,6963,Chicken and Gravy Burrito,0,1,952557,Sandwiches,dairy_queen,Chicken and Gravy Burrito,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5,1,95,840,31,2,1,15,,,,,,,,,,,,
403,dairy_queen,Crispy Chicken Wraps Lunch,5.00,6962,Chicken & Gravy Biscuit Sandwich,0,1,952556,Sandwiches,dairy_queen,Chicken & Gravy Biscuit Sandwich,"Chicken & Gravy Biscuit Sandwich, Breakfast",,,,,500,24.0,6,0,30,1160,37,2,1,17,,,,,,,,,,,,
404,dairy_queen,Chicken Wrap,1.89,6885,Chicken Strips (2),1,0,29854,Appetizers & Sides,dairy_queen,Chicken Strips (2),"Chicken Strips (2), Breakfast",,,,,240,12.0,2,0,30,660,19,1,0,15,,,,,,,,,,,,
405,dairy_queen,Cheese Curds,3.29,6949,Pepper Jack Cheese,1,0,945393,Toppings & Ingredients,dairy_queen,Pepper Jack Cheese,"Pepper Jack Cheese, Mobile Add Ons",,,,,50,4.5,3,0,15,250,0,0,0,3,,,,,,,,,,,,
406,dairy_queen,Cheese Curds,5.99,6949,Pepper Jack Cheese,1,0,945393,Toppings & Ingredients,dairy_queen,Pepper Jack Cheese,"Pepper Jack Cheese, Mobile Add Ons",,,,,50,4.5,3,0,15,250,0,0,0,3,,,,,,,,,,,,
407,dunkin_donuts,Fudge Croissant Donut,2.49,8528,Apple 'n Spice Donut,1,0,3554,Baked Goods,dunkin_donuts,Apple 'n Spice Donut,"Apple 'n Spice Donut, Donuts, Permanent Products",,,,1 Donut,230,10.0,4,0,0,300,31,1,10,4,67.0,,,,,,,,,,,
408,dunkin_donuts,Bagel with Cream Cheese,3.79,8560,"Hot Coffee with Cream, Small",1,0,26869,Beverages,dunkin_donuts,"Hot Coffee with Cream, Small","Hot Coffee with Cream, Small, Hot Coffee, Permanent Products",,,,Small,60,6.0,3,0,20,30,1,0,1,1,183.0,,,,,,,,,,,
409,dunkin_donuts,"Sausage, Egg & Cheese on a Croisssant – with Hash Browns",5.89,8514,"Sausage, Egg and Cheese on a Plain Bagel",1,0,912,Sandwiches,dunkin_donuts,"Sausage, Egg and Cheese on a Plain Bagel","Sausage, Egg and Cheese on a Plain Bagel, Sandwiches, Permanent Products",,,,1 Sandwich,680,34.0,12,0,220,1500,68,5,8,26,330.0,,,,,,,,,,,
410,dunkin_donuts,"Bacon, Egg & Cheese on a Bagel – with Hash Browns",5.89,8513,"Bacon, Egg and Cheese on a Plain Bagel",1,0,908,Sandwiches,dunkin_donuts,"Bacon, Egg and Cheese on a Plain Bagel","Bacon, Egg and Cheese on a Plain Bagel, Sandwiches, Permanent Products",,,,1 Sandwich,520,18.0,6,0,190,1200,67,4,8,23,280.0,,,,,,,,,,,
411,dunkin_donuts,Veggie Egg White Flatbread ,4.59,8915,Kosher Veggie Bacon Egg and Cheese on a Plain Bagel,1,0,172462,Sandwiches,dunkin_donuts,Kosher Veggie Bacon Egg and Cheese on a Plain Bagel,"Kosher Veggie Bacon Egg and Cheese on a Plain Bagel, Kosher Sandwiches and Wraps, Permanent Products",,,,1 Sandwich,510,17.0,5,0,180,1170,68,4,7,21,251.0,,,,,,,,,,,
412,dunkin_donuts,Big n’ Toasted – with Hash Browns,6.29,9443,Hash Browns,0,1,952989,Fried Potatoes,dunkin_donuts,Hash Browns,"Hash Browns, Hash Browns, Permanent Products",,,,6 Pieces,110,6.0,1.5,0,0,360,13,1,1,1,187.0,,,,,,,,,,,
413,dunkin_donuts,"Wake-Up Wrap (Bacon, Ham, or Sausage)",3.09,8909,Kosher Veggie Bacon Wake-Up Wrap,1,0,172454,Sandwiches,dunkin_donuts,Kosher Veggie Bacon Wake-Up Wrap,"Kosher Veggie Bacon Wake-Up Wrap, Kosher Sandwiches and Wraps, Permanent Products",,,,1 Wrap,200,12.0,4.5,0,95,520,15,0,1,8,94.0,,,,,,,,,,,
414,dunkin_donuts,Turkey Sausage Flatbread with Hash Browns,5.79,9443,Hash Browns,0,1,952989,Fried Potatoes,dunkin_donuts,Hash Browns,"Hash Browns, Hash Browns, Permanent Products",,,,6 Pieces,110,6.0,1.5,0,0,360,13,1,1,1,187.0,,,,,,,,,,,
415,dunkin_donuts,Snack N’ Go Chicken Wrap,3.29,8568,"Bacon, Egg and Cheese Wake-Up Wrap",1,0,27041,Sandwiches,dunkin_donuts,"Bacon, Egg and Cheese Wake-Up Wrap","Bacon, Egg and Cheese Wake-Up Wrap, Sandwiches, Permanent Products",,,,1 Wrap,220,13.0,5,0,105,590,15,0,1,10,112.0,,,,,,,,,,,
416,dunkin_donuts,Snack N’ Go Steak Wrap,3.29,8568,"Bacon, Egg and Cheese Wake-Up Wrap",1,0,27041,Sandwiches,dunkin_donuts,"Bacon, Egg and Cheese Wake-Up Wrap","Bacon, Egg and Cheese Wake-Up Wrap, Sandwiches, Permanent Products",,,,1 Wrap,220,13.0,5,0,105,590,15,0,1,10,112.0,,,,,,,,,,,
417,dunkin_donuts,Ham & Cheese Flatbread – with Hash Browns,5.59,9443,Hash Browns,0,1,952989,Fried Potatoes,dunkin_donuts,Hash Browns,"Hash Browns, Hash Browns, Permanent Products",,,,6 Pieces,110,6.0,1.5,0,0,360,13,1,1,1,187.0,,,,,,,,,,,
